10;186820.0
12;186814.0
14;186830.0
16;186821.0
18;186855.0
20;186868.0
22;186861.0
24;186886.0
26;186875.0
28;186895.0
30;373069.0
32;373048.0
34;373033.0
36;373005.0
38;373013.0
40;372987.0
42;372971.0
44;372947.0
46;372954.0
48;372924.0
50;372922.0
52;372917.0
54;372955.0
56;372915.0
58;372964.0
60;372940.0
62;372943.0
64;372919.0
66;372958.0
68;372952.0
70;372962.0
72;372970.0
74;372984.0
76;373006.0
78;373025.0
80;373058.0
82;373028.0
84;373096.0
86;373128.0
88;373111.0
90;373112.0
92;373013.0
94;372810.0
96;372580.0
98;372373.0
100;372130.0
102;371978.0
104;371832.0
106;371752.0
108;371648.0
110;371655.0
112;371683.0
114;371691.0
116;371716.0
118;371730.0
120;371769.0
122;371785.0
124;371809.0
126;371828.0
128;371838.0
130;371863.0
132;371915.0
134;371917.0
136;371888.0
138;371893.0
140;371893.0
142;371887.0
144;371888.0
146;371924.0
148;371926.0
150;371947.0
152;371970.0
154;371970.0
156;371969.0
158;371970.0
160;371978.0
162;371926.0
164;371936.0
166;371944.0
168;371920.0
170;371889.0
172;371918.0
174;371913.0
176;371927.0
178;371961.0
180;372023.0
182;372032.0
184;372046.0
186;372040.0
188;372076.0
190;372108.0
192;372133.0
194;372130.0
196;372157.0
198;372216.0
200;372254.0
202;372287.0
204;372312.0
206;372333.0
208;372338.0
210;372347.0
212;372392.0
214;372401.0
216;372406.0
218;372402.0
220;372434.0
222;372475.0
224;372513.0
226;372532.0
228;372587.0
230;372587.0
232;372589.0
234;372542.0
236;372550.0
238;372582.0
240;372594.0
242;372637.0
244;372639.0
246;372720.0
248;372712.0
250;372702.0
252;372778.0
254;372779.0
256;372822.0
258;372787.0
260;372800.0
262;372894.0
264;372881.0
266;372956.0
268;373000.0
270;373031.0
272;373086.0
274;373153.0
276;373164.0
278;373177.0
280;373225.0
282;373237.0
284;373264.0
286;373274.0
288;373274.0
290;373260.0
292;373112.0
294;372905.0
296;372682.0
298;372440.0
300;372223.0
302;372038.0
304;371940.0
306;371838.0
308;371842.0
310;371851.0
312;371860.0
314;371881.0
316;371860.0
318;371860.0
320;371903.0
322;371957.0
324;371969.0
326;371997.0
328;372020.0
330;372036.0
332;372071.0
334;372034.0
336;372044.0
338;372032.0
340;372006.0
342;371972.0
344;371968.0
346;371994.0
348;372019.0
350;372025.0
352;372065.0
354;372044.0
356;372041.0
358;372047.0
360;372033.0
362;372022.0
364;371993.0
366;372055.0
368;372066.0
370;372101.0
372;372140.0
374;372165.0
376;372149.0
378;372201.0
380;372223.0
382;372301.0
384;372336.0
386;372373.0
388;372375.0
390;372461.0
392;372431.0
394;372426.0
396;372415.0
398;372388.0
400;372393.0
402;372403.0
404;372479.0
406;372506.0
408;372546.0
410;372580.0
412;372583.0
414;372584.0
416;372629.0
418;372644.0
420;372669.0
422;372677.0
424;372701.0
426;372711.0
428;372708.0
430;372717.0
432;372629.0
434;372642.0
436;372633.0
438;372640.0
440;372667.0
442;372653.0
444;372667.0
446;372729.0
448;372765.0
450;372789.0
452;372756.0
454;372773.0
