Time,SensorTimestamp,Value,Sensor
172,366978.0,MAX86915 IR
172,361232.0,MAX86915 RED
173,367044.0,MAX86915 IR
173,361240.0,MAX86915 RED
174,367109.0,MAX86915 IR
174,361194.0,MAX86915 RED
175,367179.0,MAX86915 IR
175,361254.0,MAX86915 RED
176,367187.0,MAX86915 IR
176,361256.0,MAX86915 RED
177,367211.0,MAX86915 IR
177,361264.0,MAX86915 RED
178,367244.0,MAX86915 IR
178,361236.0,MAX86915 RED
179,367243.0,MAX86915 IR
179,361193.0,MAX86915 RED
180,367216.0,MAX86915 IR
180,361173.0,MAX86915 RED
181,367195.0,MAX86915 IR
181,361152.0,MAX86915 RED
182,367189.0,MAX86915 IR
182,361114.0,MAX86915 RED
183,367236.0,MAX86915 IR
183,361156.0,MAX86915 RED
184,367315.0,MAX86915 IR
184,361216.0,MAX86915 RED
185,367333.0,MAX86915 IR
185,361195.0,MAX86915 RED
186,367372.0,MAX86915 IR
186,361182.0,MAX86915 RED
187,367414.0,MAX86915 IR
187,361202.0,MAX86915 RED
188,367440.0,MAX86915 IR
188,361117.0,MAX86915 RED
189,367407.0,MAX86915 IR
189,361128.0,MAX86915 RED
190,367428.0,MAX86915 IR
190,361124.0,MAX86915 RED
191,367443.0,MAX86915 IR
191,361125.0,MAX86915 RED
192,367510.0,MAX86915 IR
192,361152.0,MAX86915 RED
193,367495.0,MAX86915 IR
193,361138.0,MAX86915 RED
194,367537.0,MAX86915 IR
194,361110.0,MAX86915 RED
195,367579.0,MAX86915 IR
195,361110.0,MAX86915 RED
196,367533.0,MAX86915 IR
196,361090.0,MAX86915 RED
197,367396.0,MAX86915 IR
197,361048.0,MAX86915 RED
198,367193.0,MAX86915 IR
198,360858.0,MAX86915 RED
199,366852.0,MAX86915 IR
199,360629.0,MAX86915 RED
200,366456.0,MAX86915 IR
200,360386.0,MAX86915 RED
201,366122.0,MAX86915 IR
201,360201.0,MAX86915 RED
202,365828.0,MAX86915 IR
202,360083.0,MAX86915 RED
203,365573.0,MAX86915 IR
203,359890.0,MAX86915 RED
204,365354.0,MAX86915 IR
204,359756.0,MAX86915 RED
205,365212.0,MAX86915 IR
205,359637.0,MAX86915 RED
206,365065.0,MAX86915 IR
206,359564.0,MAX86915 RED
207,364998.0,MAX86915 IR
207,359532.0,MAX86915 RED
208,364901.0,MAX86915 IR
208,359438.0,MAX86915 RED
209,364902.0,MAX86915 IR
209,359460.0,MAX86915 RED
210,364877.0,MAX86915 IR
210,359380.0,MAX86915 RED
211,364869.0,MAX86915 IR
211,359389.0,MAX86915 RED
212,364882.0,MAX86915 IR
212,359328.0,MAX86915 RED
213,364852.0,MAX86915 IR
213,359389.0,MAX86915 RED
214,364815.0,MAX86915 IR
214,359317.0,MAX86915 RED
215,364818.0,MAX86915 IR
215,359328.0,MAX86915 RED
216,364848.0,MAX86915 IR
216,359316.0,MAX86915 RED
217,364789.0,MAX86915 IR
217,359292.0,MAX86915 RED
218,364801.0,MAX86915 IR
218,359255.0,MAX86915 RED
219,364773.0,MAX86915 IR
219,359248.0,MAX86915 RED
220,364771.0,MAX86915 IR
220,359172.0,MAX86915 RED
221,364763.0,MAX86915 IR
221,359188.0,MAX86915 RED
222,364793.0,MAX86915 IR
222,359207.0,MAX86915 RED
223,364829.0,MAX86915 IR
223,359227.0,MAX86915 RED
224,364864.0,MAX86915 IR
224,359213.0,MAX86915 RED
225,364922.0,MAX86915 IR
225,359276.0,MAX86915 RED
226,364923.0,MAX86915 IR
226,359245.0,MAX86915 RED
227,364943.0,MAX86915 IR
227,359257.0,MAX86915 RED
228,364906.0,MAX86915 IR
228,359197.0,MAX86915 RED
229,364873.0,MAX86915 IR
229,359132.0,MAX86915 RED
230,364802.0,MAX86915 IR
230,359109.0,MAX86915 RED
231,364728.0,MAX86915 IR
231,359059.0,MAX86915 RED
232,364696.0,MAX86915 IR
232,358993.0,MAX86915 RED
233,364665.0,MAX86915 IR
233,358935.0,MAX86915 RED
234,364618.0,MAX86915 IR
234,358945.0,MAX86915 RED
235,364674.0,MAX86915 IR
235,358956.0,MAX86915 RED
236,364654.0,MAX86915 IR
236,358921.0,MAX86915 RED
237,364742.0,MAX86915 IR
237,358982.0,MAX86915 RED
238,364773.0,MAX86915 IR
238,359053.0,MAX86915 RED
239,364843.0,MAX86915 IR
239,359068.0,MAX86915 RED
240,364947.0,MAX86915 IR
240,359112.0,MAX86915 RED
241,364997.0,MAX86915 IR
241,359159.0,MAX86915 RED
242,365052.0,MAX86915 IR
242,359184.0,MAX86915 RED
243,365136.0,MAX86915 IR
243,359289.0,MAX86915 RED
244,365178.0,MAX86915 IR
244,359261.0,MAX86915 RED
245,365198.0,MAX86915 IR
245,359248.0,MAX86915 RED
246,365232.0,MAX86915 IR
246,359265.0,MAX86915 RED
247,365208.0,MAX86915 IR
247,359266.0,MAX86915 RED
248,365198.0,MAX86915 IR
248,359238.0,MAX86915 RED
249,365258.0,MAX86915 IR
249,359190.0,MAX86915 RED
250,365249.0,MAX86915 IR
250,359203.0,MAX86915 RED
251,365251.0,MAX86915 IR
251,359194.0,MAX86915 RED
252,365315.0,MAX86915 IR
252,359214.0,MAX86915 RED
253,365342.0,MAX86915 IR
253,359215.0,MAX86915 RED
254,365408.0,MAX86915 IR
254,359259.0,MAX86915 RED
255,365432.0,MAX86915 IR
255,359270.0,MAX86915 RED
256,365521.0,MAX86915 IR
256,359294.0,MAX86915 RED
257,365508.0,MAX86915 IR
257,359312.0,MAX86915 RED
258,365525.0,MAX86915 IR
258,359270.0,MAX86915 RED
259,365528.0,MAX86915 IR
259,359272.0,MAX86915 RED
260,365491.0,MAX86915 IR
260,359220.0,MAX86915 RED
261,365491.0,MAX86915 IR
261,359206.0,MAX86915 RED
262,365470.0,MAX86915 IR
262,359190.0,MAX86915 RED
263,365518.0,MAX86915 IR
263,359203.0,MAX86915 RED
264,365525.0,MAX86915 IR
264,359190.0,MAX86915 RED
265,365539.0,MAX86915 IR
265,359139.0,MAX86915 RED
266,365539.0,MAX86915 IR
266,359148.0,MAX86915 RED
267,365562.0,MAX86915 IR
267,359157.0,MAX86915 RED
268,365582.0,MAX86915 IR
268,359173.0,MAX86915 RED
269,365567.0,MAX86915 IR
269,359170.0,MAX86915 RED
270,365537.0,MAX86915 IR
270,359074.0,MAX86915 RED
271,365526.0,MAX86915 IR
271,359092.0,MAX86915 RED
272,365492.0,MAX86915 IR
272,359036.0,MAX86915 RED
273,365499.0,MAX86915 IR
273,359001.0,MAX86915 RED
274,365497.0,MAX86915 IR
274,359010.0,MAX86915 RED
275,365526.0,MAX86915 IR
275,359043.0,MAX86915 RED
276,365597.0,MAX86915 IR
276,359044.0,MAX86915 RED
277,365625.0,MAX86915 IR
277,359068.0,MAX86915 RED
278,365642.0,MAX86915 IR
278,359057.0,MAX86915 RED
279,365663.0,MAX86915 IR
279,359068.0,MAX86915 RED
280,365667.0,MAX86915 IR
280,359046.0,MAX86915 RED
281,365622.0,MAX86915 IR
281,358971.0,MAX86915 RED
282,365601.0,MAX86915 IR
282,359020.0,MAX86915 RED
283,365606.0,MAX86915 IR
283,358948.0,MAX86915 RED
284,365629.0,MAX86915 IR
284,358947.0,MAX86915 RED
285,365680.0,MAX86915 IR
285,358946.0,MAX86915 RED
286,365698.0,MAX86915 IR
286,358940.0,MAX86915 RED
287,365754.0,MAX86915 IR
287,359004.0,MAX86915 RED
288,365771.0,MAX86915 IR
288,359034.0,MAX86915 RED
289,365849.0,MAX86915 IR
289,359009.0,MAX86915 RED
290,365902.0,MAX86915 IR
290,359088.0,MAX86915 RED
291,365927.0,MAX86915 IR
291,359095.0,MAX86915 RED
292,365947.0,MAX86915 IR
292,359126.0,MAX86915 RED
293,365964.0,MAX86915 IR
293,359048.0,MAX86915 RED
294,365991.0,MAX86915 IR
294,359086.0,MAX86915 RED
295,366002.0,MAX86915 IR
295,359008.0,MAX86915 RED
296,366036.0,MAX86915 IR
296,359046.0,MAX86915 RED
297,366001.0,MAX86915 IR
297,359023.0,MAX86915 RED
298,366012.0,MAX86915 IR
298,359009.0,MAX86915 RED
299,366043.0,MAX86915 IR
299,359008.0,MAX86915 RED
300,366058.0,MAX86915 IR
300,359039.0,MAX86915 RED
301,366074.0,MAX86915 IR
301,359005.0,MAX86915 RED
302,366141.0,MAX86915 IR
302,359037.0,MAX86915 RED
303,366196.0,MAX86915 IR
303,359054.0,MAX86915 RED
304,366231.0,MAX86915 IR
304,359071.0,MAX86915 RED
305,366303.0,MAX86915 IR
305,359099.0,MAX86915 RED
306,366365.0,MAX86915 IR
306,359136.0,MAX86915 RED
307,366408.0,MAX86915 IR
307,359142.0,MAX86915 RED
308,366424.0,MAX86915 IR
308,359185.0,MAX86915 RED
309,366435.0,MAX86915 IR
309,359164.0,MAX86915 RED
310,366423.0,MAX86915 IR
310,359132.0,MAX86915 RED
311,366392.0,MAX86915 IR
311,359126.0,MAX86915 RED
312,366440.0,MAX86915 IR
312,359171.0,MAX86915 RED
313,366479.0,MAX86915 IR
313,359162.0,MAX86915 RED
314,366499.0,MAX86915 IR
314,359131.0,MAX86915 RED
315,366560.0,MAX86915 IR
315,359121.0,MAX86915 RED
316,366564.0,MAX86915 IR
316,359167.0,MAX86915 RED
317,366580.0,MAX86915 IR
317,359142.0,MAX86915 RED
