Time,SensorTimestamp,Value,Sensor
601,1.13738175E14,382707.0,MAX86915 IR
601,1.13738175E14,370679.0,MAX86915 RED
602,1.13738183E14,382670.0,MAX86915 IR
602,1.13738183E14,370623.0,MAX86915 RED
603,1.13738191E14,382587.0,MAX86915 IR
603,1.13738191E14,370627.0,MAX86915 RED
604,1.13738208E14,382449.0,MAX86915 IR
604,1.13738208E14,370589.0,MAX86915 RED
605,1.13738217E14,382345.0,MAX86915 IR
605,1.13738217E14,370529.0,MAX86915 RED
606,1.13738225E14,382295.0,MAX86915 IR
606,1.13738225E14,370521.0,MAX86915 RED
607,1.13738233E14,382243.0,MAX86915 IR
607,1.13738233E14,370488.0,MAX86915 RED
608,1.13738242E14,382212.0,MAX86915 IR
608,1.13738242E14,370458.0,MAX86915 RED
609,1.13738259E14,382228.0,MAX86915 IR
609,1.13738259E14,370494.0,MAX86915 RED
610,1.13738267E14,382190.0,MAX86915 IR
610,1.13738267E14,370492.0,MAX86915 RED
611,1.13738275E14,382223.0,MAX86915 IR
611,1.13738275E14,370497.0,MAX86915 RED
612,1.13738284E14,382228.0,MAX86915 IR
612,1.13738284E14,370529.0,MAX86915 RED
613,1.13738292E14,382231.0,MAX86915 IR
613,1.13738292E14,370534.0,MAX86915 RED
614,1.13738309E14,382260.0,MAX86915 IR
614,1.13738309E14,370568.0,MAX86915 RED
615,1.13738317E14,382288.0,MAX86915 IR
615,1.13738317E14,370603.0,MAX86915 RED
616,1.13738326E14,382247.0,MAX86915 IR
616,1.13738326E14,370543.0,MAX86915 RED
617,1.13738334E14,382207.0,MAX86915 IR
617,1.13738334E14,370513.0,MAX86915 RED
618,1.13738342E14,382166.0,MAX86915 IR
618,1.13738342E14,370487.0,MAX86915 RED
619,1.13738351E14,382065.0,MAX86915 IR
619,1.13738351E14,370471.0,MAX86915 RED
620,1.13738368E14,382051.0,MAX86915 IR
620,1.13738368E14,370423.0,MAX86915 RED
621,1.13738376E14,382059.0,MAX86915 IR
621,1.13738376E14,370430.0,MAX86915 RED
622,1.13738384E14,382100.0,MAX86915 IR
622,1.13738384E14,370493.0,MAX86915 RED
623,1.13738393E14,382159.0,MAX86915 IR
623,1.13738393E14,370474.0,MAX86915 RED
624,1.13738401E14,382185.0,MAX86915 IR
624,1.13738401E14,370511.0,MAX86915 RED
625,1.13738418E14,382177.0,MAX86915 IR
625,1.13738418E14,370482.0,MAX86915 RED
626,1.13738426E14,382149.0,MAX86915 IR
626,1.13738426E14,370460.0,MAX86915 RED
627,1.13738435E14,382104.0,MAX86915 IR
627,1.13738435E14,370445.0,MAX86915 RED
628,1.13738443E14,382090.0,MAX86915 IR
628,1.13738443E14,370465.0,MAX86915 RED
629,1.13738452E14,382120.0,MAX86915 IR
629,1.13738452E14,370530.0,MAX86915 RED
630,1.13738468E14,382201.0,MAX86915 IR
630,1.13738468E14,370561.0,MAX86915 RED
631,1.13738477E14,382319.0,MAX86915 IR
631,1.13738477E14,370669.0,MAX86915 RED
632,1.13738485E14,382413.0,MAX86915 IR
632,1.13738485E14,370709.0,MAX86915 RED
633,1.13738493E14,382447.0,MAX86915 IR
633,1.13738493E14,370718.0,MAX86915 RED
634,1.13738502E14,382480.0,MAX86915 IR
634,1.13738502E14,370629.0,MAX86915 RED
635,1.13738519E14,382525.0,MAX86915 IR
635,1.13738519E14,370594.0,MAX86915 RED
636,1.13738527E14,382760.0,MAX86915 IR
636,1.13738527E14,370740.0,MAX86915 RED
637,1.13738535E14,383053.0,MAX86915 IR
637,1.13738535E14,371012.0,MAX86915 RED
638,1.13738544E14,383191.0,MAX86915 IR
638,1.13738544E14,371120.0,MAX86915 RED
639,1.13738552E14,383172.0,MAX86915 IR
639,1.13738552E14,371097.0,MAX86915 RED
640,1.13738561E14,383185.0,MAX86915 IR
640,1.13738561E14,371130.0,MAX86915 RED
641,1.13738577E14,383330.0,MAX86915 IR
641,1.13738577E14,371133.0,MAX86915 RED
642,1.13738586E14,383385.0,MAX86915 IR
642,1.13738586E14,371115.0,MAX86915 RED
643,1.13738594E14,383358.0,MAX86915 IR
643,1.13738594E14,371075.0,MAX86915 RED
644,1.13738603E14,383292.0,MAX86915 IR
644,1.13738603E14,370949.0,MAX86915 RED
645,1.13738611E14,383118.0,MAX86915 IR
645,1.13738611E14,370844.0,MAX86915 RED
646,1.13738628E14,382982.0,MAX86915 IR
646,1.13738628E14,370716.0,MAX86915 RED
647,1.13738636E14,382854.0,MAX86915 IR
647,1.13738636E14,370577.0,MAX86915 RED
648,1.13738644E14,382727.0,MAX86915 IR
648,1.13738644E14,370473.0,MAX86915 RED
649,1.13738653E14,382594.0,MAX86915 IR
649,1.13738653E14,370334.0,MAX86915 RED
650,1.13738661E14,382479.0,MAX86915 IR
650,1.13738661E14,370263.0,MAX86915 RED
651,1.13738678E14,382352.0,MAX86915 IR
651,1.13738678E14,370154.0,MAX86915 RED
652,1.13738686E14,382272.0,MAX86915 IR
652,1.13738686E14,370155.0,MAX86915 RED
653,1.13738695E14,382262.0,MAX86915 IR
653,1.13738695E14,370114.0,MAX86915 RED
654,1.13738703E14,382289.0,MAX86915 IR
654,1.13738703E14,370117.0,MAX86915 RED
655,1.13738712E14,382263.0,MAX86915 IR
655,1.13738712E14,370136.0,MAX86915 RED
656,1.1373872E14,382304.0,MAX86915 IR
656,1.1373872E14,370096.0,MAX86915 RED
657,1.13738737E14,382294.0,MAX86915 IR
657,1.13738737E14,370098.0,MAX86915 RED
658,1.13738745E14,382289.0,MAX86915 IR
658,1.13738745E14,370079.0,MAX86915 RED
659,1.13738754E14,382272.0,MAX86915 IR
659,1.13738754E14,370061.0,MAX86915 RED
660,1.13738762E14,382273.0,MAX86915 IR
660,1.13738762E14,370040.0,MAX86915 RED
661,1.1373877E14,382190.0,MAX86915 IR
661,1.1373877E14,369970.0,MAX86915 RED
662,1.13738787E14,382182.0,MAX86915 IR
662,1.13738787E14,369905.0,MAX86915 RED
663,1.13738795E14,382134.0,MAX86915 IR
663,1.13738795E14,369907.0,MAX86915 RED
664,1.13738804E14,382059.0,MAX86915 IR
664,1.13738804E14,369829.0,MAX86915 RED
665,1.13738812E14,382008.0,MAX86915 IR
665,1.13738812E14,369799.0,MAX86915 RED
666,1.13738821E14,381999.0,MAX86915 IR
666,1.13738821E14,369817.0,MAX86915 RED
667,1.13738837E14,382072.0,MAX86915 IR
667,1.13738837E14,369822.0,MAX86915 RED
668,1.13738846E14,382178.0,MAX86915 IR
668,1.13738846E14,369898.0,MAX86915 RED
669,1.13738854E14,382320.0,MAX86915 IR
669,1.13738854E14,369974.0,MAX86915 RED
670,1.13738863E14,382428.0,MAX86915 IR
670,1.13738863E14,370017.0,MAX86915 RED
671,1.13738871E14,382525.0,MAX86915 IR
671,1.13738871E14,370088.0,MAX86915 RED
672,1.13738888E14,382638.0,MAX86915 IR
672,1.13738888E14,370092.0,MAX86915 RED
673,1.13738896E14,382714.0,MAX86915 IR
673,1.13738896E14,370159.0,MAX86915 RED
674,1.13738905E14,382751.0,MAX86915 IR
674,1.13738905E14,370120.0,MAX86915 RED
675,1.13738913E14,382802.0,MAX86915 IR
675,1.13738913E14,370175.0,MAX86915 RED
676,1.13738921E14,382839.0,MAX86915 IR
676,1.13738921E14,370234.0,MAX86915 RED
677,1.13738938E14,382901.0,MAX86915 IR
677,1.13738938E14,370262.0,MAX86915 RED
678,1.13738946E14,383000.0,MAX86915 IR
678,1.13738946E14,370279.0,MAX86915 RED
679,1.13738955E14,383060.0,MAX86915 IR
679,1.13738955E14,370315.0,MAX86915 RED
680,1.13738963E14,383122.0,MAX86915 IR
680,1.13738963E14,370343.0,MAX86915 RED
681,1.13738972E14,383107.0,MAX86915 IR
681,1.13738972E14,370366.0,MAX86915 RED
682,1.1373898E14,383186.0,MAX86915 IR
682,1.1373898E14,370371.0,MAX86915 RED
683,1.13738997E14,383184.0,MAX86915 IR
683,1.13738997E14,370319.0,MAX86915 RED
684,1.13739005E14,383237.0,MAX86915 IR
684,1.13739005E14,370395.0,MAX86915 RED
685,1.13739014E14,383308.0,MAX86915 IR
685,1.13739014E14,370368.0,MAX86915 RED
686,1.13739022E14,383341.0,MAX86915 IR
686,1.13739022E14,370378.0,MAX86915 RED
687,1.1373903E14,383444.0,MAX86915 IR
687,1.1373903E14,370429.0,MAX86915 RED
688,1.13739047E14,383529.0,MAX86915 IR
688,1.13739047E14,370456.0,MAX86915 RED
689,1.13739055E14,383638.0,MAX86915 IR
689,1.13739055E14,370523.0,MAX86915 RED
690,1.13739064E14,383697.0,MAX86915 IR
690,1.13739064E14,370541.0,MAX86915 RED
691,1.13739072E14,383725.0,MAX86915 IR
691,1.13739072E14,370533.0,MAX86915 RED
692,1.13739081E14,383736.0,MAX86915 IR
692,1.13739081E14,370565.0,MAX86915 RED
693,1.13739097E14,383755.0,MAX86915 IR
693,1.13739097E14,370543.0,MAX86915 RED
694,1.13739106E14,383815.0,MAX86915 IR
694,1.13739106E14,370587.0,MAX86915 RED
695,1.13739114E14,383833.0,MAX86915 IR
695,1.13739114E14,370624.0,MAX86915 RED
696,1.13739123E14,383912.0,MAX86915 IR
696,1.13739123E14,370600.0,MAX86915 RED
697,1.13739131E14,383989.0,MAX86915 IR
697,1.13739131E14,370617.0,MAX86915 RED
698,1.13739139E14,384045.0,MAX86915 IR
698,1.13739139E14,370619.0,MAX86915 RED
699,1.13739156E14,384057.0,MAX86915 IR
699,1.13739156E14,370619.0,MAX86915 RED
700,1.13739165E14,384113.0,MAX86915 IR
700,1.13739165E14,370626.0,MAX86915 RED
701,1.13739173E14,384123.0,MAX86915 IR
701,1.13739173E14,370626.0,MAX86915 RED
702,1.13739181E14,384105.0,MAX86915 IR
702,1.13739181E14,370635.0,MAX86915 RED
703,1.1373919E14,384132.0,MAX86915 IR
703,1.1373919E14,370617.0,MAX86915 RED
704,1.13739206E14,384156.0,MAX86915 IR
704,1.13739206E14,370659.0,MAX86915 RED
705,1.13739215E14,384152.0,MAX86915 IR
705,1.13739215E14,370628.0,MAX86915 RED
706,1.13739223E14,384161.0,MAX86915 IR
706,1.13739223E14,370609.0,MAX86915 RED
707,1.13739232E14,384127.0,MAX86915 IR
707,1.13739232E14,370614.0,MAX86915 RED
708,1.1373924E14,384130.0,MAX86915 IR
708,1.1373924E14,370578.0,MAX86915 RED
709,1.13739257E14,384133.0,MAX86915 IR
709,1.13739257E14,370610.0,MAX86915 RED
710,1.13739265E14,384123.0,MAX86915 IR
710,1.13739265E14,370571.0,MAX86915 RED
711,1.13739274E14,384145.0,MAX86915 IR
711,1.13739274E14,370569.0,MAX86915 RED
712,1.13739282E14,384209.0,MAX86915 IR
712,1.13739282E14,370570.0,MAX86915 RED
713,1.1373929E14,384283.0,MAX86915 IR
713,1.1373929E14,370602.0,MAX86915 RED
714,1.13739299E14,384347.0,MAX86915 IR
714,1.13739299E14,370681.0,MAX86915 RED
715,1.13739316E14,384366.0,MAX86915 IR
715,1.13739316E14,370693.0,MAX86915 RED
716,1.13739324E14,384383.0,MAX86915 IR
716,1.13739324E14,370700.0,MAX86915 RED
717,1.13739332E14,384424.0,MAX86915 IR
717,1.13739332E14,370658.0,MAX86915 RED
718,1.13739341E14,384394.0,MAX86915 IR
718,1.13739341E14,370666.0,MAX86915 RED
719,1.13739349E14,384338.0,MAX86915 IR
719,1.13739349E14,370623.0,MAX86915 RED
720,1.13739366E14,384171.0,MAX86915 IR
720,1.13739366E14,370505.0,MAX86915 RED
721,1.13739374E14,383802.0,MAX86915 IR
721,1.13739374E14,370271.0,MAX86915 RED
722,1.13739383E14,383145.0,MAX86915 IR
722,1.13739383E14,369860.0,MAX86915 RED
723,1.13739391E14,382382.0,MAX86915 IR
723,1.13739391E14,369428.0,MAX86915 RED
724,1.13739399E14,381678.0,MAX86915 IR
724,1.13739399E14,369048.0,MAX86915 RED
725,1.13739416E14,381008.0,MAX86915 IR
725,1.13739416E14,368688.0,MAX86915 RED
726,1.13739425E14,380398.0,MAX86915 IR
726,1.13739425E14,368391.0,MAX86915 RED
727,1.13739433E14,379918.0,MAX86915 IR
727,1.13739433E14,368123.0,MAX86915 RED
728,1.13739441E14,379587.0,MAX86915 IR
728,1.13739441E14,367976.0,MAX86915 RED
729,1.1373945E14,379313.0,MAX86915 IR
729,1.1373945E14,367841.0,MAX86915 RED
730,1.13739467E14,379175.0,MAX86915 IR
730,1.13739467E14,367744.0,MAX86915 RED
731,1.13739475E14,379103.0,MAX86915 IR
731,1.13739475E14,367697.0,MAX86915 RED
732,1.13739483E14,379094.0,MAX86915 IR
732,1.13739483E14,367709.0,MAX86915 RED
733,1.13739492E14,379089.0,MAX86915 IR
733,1.13739492E14,367691.0,MAX86915 RED
734,1.137395E14,379143.0,MAX86915 IR
734,1.137395E14,367740.0,MAX86915 RED
735,1.13739508E14,379207.0,MAX86915 IR
735,1.13739508E14,367781.0,MAX86915 RED
736,1.13739525E14,379258.0,MAX86915 IR
736,1.13739525E14,367795.0,MAX86915 RED
737,1.13739534E14,379299.0,MAX86915 IR
737,1.13739534E14,367812.0,MAX86915 RED
738,1.13739542E14,379321.0,MAX86915 IR
738,1.13739542E14,367820.0,MAX86915 RED
739,1.1373955E14,379376.0,MAX86915 IR
739,1.1373955E14,367818.0,MAX86915 RED
740,1.13739559E14,379334.0,MAX86915 IR
740,1.13739559E14,367799.0,MAX86915 RED
741,1.13739576E14,379286.0,MAX86915 IR
741,1.13739576E14,367763.0,MAX86915 RED
742,1.13739584E14,379224.0,MAX86915 IR
742,1.13739584E14,367710.0,MAX86915 RED
743,1.13739592E14,379146.0,MAX86915 IR
743,1.13739592E14,367718.0,MAX86915 RED
744,1.13739601E14,379108.0,MAX86915 IR
744,1.13739601E14,367627.0,MAX86915 RED
745,1.13739609E14,379077.0,MAX86915 IR
745,1.13739609E14,367666.0,MAX86915 RED
746,1.13739626E14,379100.0,MAX86915 IR
746,1.13739626E14,367592.0,MAX86915 RED
747,1.13739634E14,379116.0,MAX86915 IR
747,1.13739634E14,367599.0,MAX86915 RED
748,1.13739643E14,379171.0,MAX86915 IR
748,1.13739643E14,367668.0,MAX86915 RED
749,1.13739651E14,379203.0,MAX86915 IR
749,1.13739651E14,367658.0,MAX86915 RED
750,1.13739659E14,379157.0,MAX86915 IR
750,1.13739659E14,367664.0,MAX86915 RED
751,1.13739676E14,379162.0,MAX86915 IR
751,1.13739676E14,367650.0,MAX86915 RED
752,1.13739685E14,379151.0,MAX86915 IR
752,1.13739685E14,367662.0,MAX86915 RED
753,1.13739693E14,379179.0,MAX86915 IR
753,1.13739693E14,367634.0,MAX86915 RED
754,1.13739701E14,379139.0,MAX86915 IR
754,1.13739701E14,367594.0,MAX86915 RED
755,1.1373971E14,379108.0,MAX86915 IR
755,1.1373971E14,367533.0,MAX86915 RED
756,1.13739718E14,379045.0,MAX86915 IR
756,1.13739718E14,367520.0,MAX86915 RED
757,1.13739735E14,379029.0,MAX86915 IR
757,1.13739735E14,367510.0,MAX86915 RED
758,1.13739743E14,378996.0,MAX86915 IR
758,1.13739743E14,367498.0,MAX86915 RED
759,1.13739752E14,378970.0,MAX86915 IR
759,1.13739752E14,367459.0,MAX86915 RED
760,1.1373976E14,378918.0,MAX86915 IR
760,1.1373976E14,367420.0,MAX86915 RED
761,1.13739769E14,378914.0,MAX86915 IR
761,1.13739769E14,367393.0,MAX86915 RED
762,1.13739785E14,378930.0,MAX86915 IR
762,1.13739785E14,367457.0,MAX86915 RED
763,1.13739794E14,378948.0,MAX86915 IR
763,1.13739794E14,367446.0,MAX86915 RED
764,1.13739802E14,378993.0,MAX86915 IR
764,1.13739802E14,367434.0,MAX86915 RED
765,1.1373981E14,379016.0,MAX86915 IR
765,1.1373981E14,367470.0,MAX86915 RED
766,1.13739819E14,379028.0,MAX86915 IR
766,1.13739819E14,367463.0,MAX86915 RED
767,1.13739836E14,379028.0,MAX86915 IR
767,1.13739836E14,367423.0,MAX86915 RED
768,1.13739844E14,379039.0,MAX86915 IR
768,1.13739844E14,367437.0,MAX86915 RED
769,1.13739852E14,379141.0,MAX86915 IR
769,1.13739852E14,367477.0,MAX86915 RED
770,1.13739861E14,379236.0,MAX86915 IR
770,1.13739861E14,367559.0,MAX86915 RED
771,1.13739869E14,379315.0,MAX86915 IR
771,1.13739869E14,367578.0,MAX86915 RED
772,1.13739886E14,379443.0,MAX86915 IR
772,1.13739886E14,367636.0,MAX86915 RED
773,1.13739894E14,379555.0,MAX86915 IR
773,1.13739894E14,367691.0,MAX86915 RED
774,1.13739903E14,379609.0,MAX86915 IR
774,1.13739903E14,367722.0,MAX86915 RED
775,1.13739911E14,379666.0,MAX86915 IR
775,1.13739911E14,367726.0,MAX86915 RED
776,1.1373992E14,379728.0,MAX86915 IR
776,1.1373992E14,367780.0,MAX86915 RED
777,1.13739928E14,379760.0,MAX86915 IR
777,1.13739928E14,367806.0,MAX86915 RED
778,1.13739945E14,379814.0,MAX86915 IR
778,1.13739945E14,367813.0,MAX86915 RED
779,1.13739953E14,379865.0,MAX86915 IR
779,1.13739953E14,367842.0,MAX86915 RED
780,1.13739961E14,379860.0,MAX86915 IR
780,1.13739961E14,367836.0,MAX86915 RED
781,1.1373997E14,379870.0,MAX86915 IR
781,1.1373997E14,367844.0,MAX86915 RED
782,1.13739978E14,379897.0,MAX86915 IR
782,1.13739978E14,367825.0,MAX86915 RED
783,1.13739995E14,379907.0,MAX86915 IR
783,1.13739995E14,367776.0,MAX86915 RED
784,1.13740003E14,379897.0,MAX86915 IR
784,1.13740003E14,367865.0,MAX86915 RED
785,1.13740012E14,379917.0,MAX86915 IR
785,1.13740012E14,367855.0,MAX86915 RED
786,1.1374002E14,379891.0,MAX86915 IR
786,1.1374002E14,367778.0,MAX86915 RED
787,1.13740029E14,379918.0,MAX86915 IR
787,1.13740029E14,367809.0,MAX86915 RED
788,1.13740045E14,379922.0,MAX86915 IR
788,1.13740045E14,367802.0,MAX86915 RED
789,1.13740054E14,379936.0,MAX86915 IR
789,1.13740054E14,367856.0,MAX86915 RED
790,1.13740062E14,379953.0,MAX86915 IR
790,1.13740062E14,367796.0,MAX86915 RED
791,1.13740071E14,379949.0,MAX86915 IR
791,1.13740071E14,367745.0,MAX86915 RED
792,1.13740079E14,379939.0,MAX86915 IR
792,1.13740079E14,367794.0,MAX86915 RED
793,1.13740096E14,379893.0,MAX86915 IR
793,1.13740096E14,367774.0,MAX86915 RED
794,1.13740104E14,379870.0,MAX86915 IR
794,1.13740104E14,367741.0,MAX86915 RED
795,1.13740112E14,379877.0,MAX86915 IR
795,1.13740112E14,367712.0,MAX86915 RED
796,1.13740121E14,379872.0,MAX86915 IR
796,1.13740121E14,367701.0,MAX86915 RED
797,1.13740129E14,379884.0,MAX86915 IR
797,1.13740129E14,367764.0,MAX86915 RED
798,1.13740138E14,379937.0,MAX86915 IR
798,1.13740138E14,367740.0,MAX86915 RED
799,1.13740154E14,379949.0,MAX86915 IR
799,1.13740154E14,367752.0,MAX86915 RED
800,1.13740163E14,379983.0,MAX86915 IR
800,1.13740163E14,367755.0,MAX86915 RED
801,1.13740171E14,380046.0,MAX86915 IR
801,1.13740171E14,367747.0,MAX86915 RED
802,1.1374018E14,380100.0,MAX86915 IR
802,1.1374018E14,367804.0,MAX86915 RED
803,1.13740188E14,380157.0,MAX86915 IR
803,1.13740188E14,367830.0,MAX86915 RED
804,1.13740205E14,380234.0,MAX86915 IR
804,1.13740205E14,367850.0,MAX86915 RED
805,1.13740213E14,380279.0,MAX86915 IR
805,1.13740213E14,367857.0,MAX86915 RED
806,1.13740222E14,380335.0,MAX86915 IR
806,1.13740222E14,367893.0,MAX86915 RED
807,1.1374023E14,380383.0,MAX86915 IR
807,1.1374023E14,367896.0,MAX86915 RED
808,1.13740238E14,380437.0,MAX86915 IR
808,1.13740238E14,367941.0,MAX86915 RED
809,1.13740255E14,380495.0,MAX86915 IR
809,1.13740255E14,367939.0,MAX86915 RED
810,1.13740263E14,380571.0,MAX86915 IR
810,1.13740263E14,367957.0,MAX86915 RED
811,1.13740272E14,380646.0,MAX86915 IR
811,1.13740272E14,367980.0,MAX86915 RED
812,1.1374028E14,380702.0,MAX86915 IR
812,1.1374028E14,368053.0,MAX86915 RED
813,1.13740289E14,380759.0,MAX86915 IR
813,1.13740289E14,368086.0,MAX86915 RED
814,1.13740297E14,380861.0,MAX86915 IR
814,1.13740297E14,368145.0,MAX86915 RED
815,1.13740314E14,380979.0,MAX86915 IR
815,1.13740314E14,368208.0,MAX86915 RED
816,1.13740322E14,381040.0,MAX86915 IR
816,1.13740322E14,368180.0,MAX86915 RED
817,1.13740331E14,381096.0,MAX86915 IR
817,1.13740331E14,368206.0,MAX86915 RED
818,1.13740339E14,381168.0,MAX86915 IR
818,1.13740339E14,368280.0,MAX86915 RED
819,1.13740347E14,381246.0,MAX86915 IR
819,1.13740347E14,368313.0,MAX86915 RED
820,1.13740364E14,381340.0,MAX86915 IR
820,1.13740364E14,368359.0,MAX86915 RED
821,1.13740373E14,381430.0,MAX86915 IR
821,1.13740373E14,368381.0,MAX86915 RED
822,1.13740381E14,381558.0,MAX86915 IR
822,1.13740381E14,368422.0,MAX86915 RED
823,1.13740389E14,381664.0,MAX86915 IR
823,1.13740389E14,368479.0,MAX86915 RED
824,1.13740398E14,381755.0,MAX86915 IR
824,1.13740398E14,368567.0,MAX86915 RED
825,1.13740414E14,381799.0,MAX86915 IR
825,1.13740414E14,368582.0,MAX86915 RED
826,1.13740423E14,381893.0,MAX86915 IR
826,1.13740423E14,368604.0,MAX86915 RED
827,1.13740431E14,381998.0,MAX86915 IR
827,1.13740431E14,368617.0,MAX86915 RED
828,1.1374044E14,381968.0,MAX86915 IR
828,1.1374044E14,368665.0,MAX86915 RED
829,1.13740448E14,382029.0,MAX86915 IR
829,1.13740448E14,368647.0,MAX86915 RED
830,1.13740465E14,382054.0,MAX86915 IR
830,1.13740465E14,368674.0,MAX86915 RED
831,1.13740473E14,382128.0,MAX86915 IR
831,1.13740473E14,368745.0,MAX86915 RED
832,1.13740482E14,382256.0,MAX86915 IR
832,1.13740482E14,368777.0,MAX86915 RED
833,1.1374049E14,382466.0,MAX86915 IR
833,1.1374049E14,368920.0,MAX86915 RED
834,1.13740498E14,382688.0,MAX86915 IR
834,1.13740498E14,369026.0,MAX86915 RED
835,1.13740507E14,382839.0,MAX86915 IR
835,1.13740507E14,369136.0,MAX86915 RED
836,1.13740524E14,382979.0,MAX86915 IR
836,1.13740524E14,369192.0,MAX86915 RED
837,1.13740532E14,383159.0,MAX86915 IR
837,1.13740532E14,369320.0,MAX86915 RED
838,1.1374054E14,383249.0,MAX86915 IR
838,1.1374054E14,369344.0,MAX86915 RED
839,1.13740549E14,383347.0,MAX86915 IR
839,1.13740549E14,369362.0,MAX86915 RED
840,1.13740557E14,383447.0,MAX86915 IR
840,1.13740557E14,369475.0,MAX86915 RED
841,1.13740574E14,383523.0,MAX86915 IR
841,1.13740574E14,369484.0,MAX86915 RED
842,1.13740582E14,383568.0,MAX86915 IR
842,1.13740582E14,369496.0,MAX86915 RED
843,1.13740591E14,383594.0,MAX86915 IR
843,1.13740591E14,369534.0,MAX86915 RED
844,1.13740599E14,383653.0,MAX86915 IR
844,1.13740599E14,369521.0,MAX86915 RED
845,1.13740607E14,383698.0,MAX86915 IR
845,1.13740607E14,369565.0,MAX86915 RED
846,1.13740624E14,383700.0,MAX86915 IR
846,1.13740624E14,369545.0,MAX86915 RED
847,1.13740633E14,383671.0,MAX86915 IR
847,1.13740633E14,369524.0,MAX86915 RED
848,1.13740641E14,383647.0,MAX86915 IR
848,1.13740641E14,369438.0,MAX86915 RED
849,1.13740649E14,383550.0,MAX86915 IR
849,1.13740649E14,369433.0,MAX86915 RED
850,1.13740658E14,383514.0,MAX86915 IR
850,1.13740658E14,369378.0,MAX86915 RED
851,1.13740666E14,383415.0,MAX86915 IR
851,1.13740666E14,369343.0,MAX86915 RED
852,1.13740683E14,383313.0,MAX86915 IR
852,1.13740683E14,369255.0,MAX86915 RED
853,1.13740691E14,383146.0,MAX86915 IR
853,1.13740691E14,369137.0,MAX86915 RED
854,1.137407E14,382878.0,MAX86915 IR
854,1.137407E14,369005.0,MAX86915 RED
855,1.13740708E14,382620.0,MAX86915 IR
855,1.13740708E14,368823.0,MAX86915 RED
856,1.13740716E14,382313.0,MAX86915 IR
856,1.13740716E14,368591.0,MAX86915 RED
857,1.13740733E14,382127.0,MAX86915 IR
857,1.13740733E14,368462.0,MAX86915 RED
858,1.13740742E14,382057.0,MAX86915 IR
858,1.13740742E14,368365.0,MAX86915 RED
859,1.1374075E14,381942.0,MAX86915 IR
859,1.1374075E14,368301.0,MAX86915 RED
860,1.13740758E14,381888.0,MAX86915 IR
860,1.13740758E14,368255.0,MAX86915 RED
861,1.13740767E14,381769.0,MAX86915 IR
861,1.13740767E14,368156.0,MAX86915 RED
862,1.13740784E14,381515.0,MAX86915 IR
862,1.13740784E14,368000.0,MAX86915 RED
863,1.13740792E14,380960.0,MAX86915 IR
863,1.13740792E14,367652.0,MAX86915 RED
864,1.137408E14,380214.0,MAX86915 IR
864,1.137408E14,367167.0,MAX86915 RED
865,1.13740809E14,379460.0,MAX86915 IR
865,1.13740809E14,366734.0,MAX86915 RED
866,1.13740817E14,378768.0,MAX86915 IR
866,1.13740817E14,366397.0,MAX86915 RED
867,1.13740834E14,378143.0,MAX86915 IR
867,1.13740834E14,366026.0,MAX86915 RED
868,1.13740842E14,377630.0,MAX86915 IR
868,1.13740842E14,365769.0,MAX86915 RED
869,1.13740851E14,377208.0,MAX86915 IR
869,1.13740851E14,365600.0,MAX86915 RED
870,1.13740859E14,376883.0,MAX86915 IR
870,1.13740859E14,365423.0,MAX86915 RED
871,1.13740867E14,376708.0,MAX86915 IR
871,1.13740867E14,365324.0,MAX86915 RED
872,1.13740876E14,376616.0,MAX86915 IR
872,1.13740876E14,365296.0,MAX86915 RED
873,1.13740893E14,376564.0,MAX86915 IR
873,1.13740893E14,365267.0,MAX86915 RED
874,1.13740901E14,376596.0,MAX86915 IR
874,1.13740901E14,365330.0,MAX86915 RED
875,1.13740909E14,376663.0,MAX86915 IR
875,1.13740909E14,365354.0,MAX86915 RED
876,1.13740918E14,376758.0,MAX86915 IR
876,1.13740918E14,365414.0,MAX86915 RED
877,1.13740926E14,376863.0,MAX86915 IR
877,1.13740926E14,365462.0,MAX86915 RED
878,1.13740943E14,376942.0,MAX86915 IR
878,1.13740943E14,365525.0,MAX86915 RED
879,1.13740951E14,377086.0,MAX86915 IR
879,1.13740951E14,365566.0,MAX86915 RED
880,1.1374096E14,377141.0,MAX86915 IR
880,1.1374096E14,365577.0,MAX86915 RED
881,1.13740968E14,377223.0,MAX86915 IR
881,1.13740968E14,365616.0,MAX86915 RED
882,1.13740976E14,377201.0,MAX86915 IR
882,1.13740976E14,365613.0,MAX86915 RED
883,1.13740993E14,377155.0,MAX86915 IR
883,1.13740993E14,365591.0,MAX86915 RED
884,1.13741002E14,377059.0,MAX86915 IR
884,1.13741002E14,365477.0,MAX86915 RED
885,1.1374101E14,376989.0,MAX86915 IR
885,1.1374101E14,365429.0,MAX86915 RED
886,1.13741018E14,376868.0,MAX86915 IR
886,1.13741018E14,365339.0,MAX86915 RED
887,1.13741027E14,376746.0,MAX86915 IR
887,1.13741027E14,365322.0,MAX86915 RED
888,1.13741044E14,376770.0,MAX86915 IR
888,1.13741044E14,365312.0,MAX86915 RED
889,1.13741052E14,376814.0,MAX86915 IR
889,1.13741052E14,365293.0,MAX86915 RED
890,1.1374106E14,376894.0,MAX86915 IR
890,1.1374106E14,365304.0,MAX86915 RED
891,1.13741069E14,376940.0,MAX86915 IR
891,1.13741069E14,365356.0,MAX86915 RED
