Time,SensorTimestamp,Value,Sensor
1303,1.13745179E14,373759.0,MAX86915 IR
1303,1.13745179E14,361765.0,MAX86915 RED
1304,1.13745188E14,373639.0,MAX86915 IR
1304,1.13745188E14,361731.0,MAX86915 RED
1305,1.13745204E14,373562.0,MAX86915 IR
1305,1.13745204E14,361649.0,MAX86915 RED
1306,1.13745213E14,373541.0,MAX86915 IR
1306,1.13745213E14,361659.0,MAX86915 RED
1307,1.13745221E14,373560.0,MAX86915 IR
1307,1.13745221E14,361644.0,MAX86915 RED
1308,1.1374523E14,373574.0,MAX86915 IR
1308,1.1374523E14,361662.0,MAX86915 RED
1309,1.13745238E14,373690.0,MAX86915 IR
1309,1.13745238E14,361727.0,MAX86915 RED
1310,1.13745255E14,373787.0,MAX86915 IR
1310,1.13745255E14,361743.0,MAX86915 RED
1311,1.13745263E14,373884.0,MAX86915 IR
1311,1.13745263E14,361795.0,MAX86915 RED
1312,1.13745271E14,373986.0,MAX86915 IR
1312,1.13745271E14,361829.0,MAX86915 RED
1313,1.1374528E14,374060.0,MAX86915 IR
1313,1.1374528E14,361926.0,MAX86915 RED
1314,1.13745288E14,374158.0,MAX86915 IR
1314,1.13745288E14,361933.0,MAX86915 RED
1315,1.13745305E14,374256.0,MAX86915 IR
1315,1.13745305E14,361964.0,MAX86915 RED
1316,1.13745313E14,374365.0,MAX86915 IR
1316,1.13745313E14,362052.0,MAX86915 RED
1317,1.13745322E14,374509.0,MAX86915 IR
1317,1.13745322E14,362093.0,MAX86915 RED
1318,1.1374533E14,374556.0,MAX86915 IR
1318,1.1374533E14,362144.0,MAX86915 RED
1319,1.13745339E14,374621.0,MAX86915 IR
1319,1.13745339E14,362114.0,MAX86915 RED
1320,1.13745347E14,374627.0,MAX86915 IR
1320,1.13745347E14,362138.0,MAX86915 RED
1321,1.13745364E14,374662.0,MAX86915 IR
1321,1.13745364E14,362141.0,MAX86915 RED
1322,1.13745372E14,374742.0,MAX86915 IR
1322,1.13745372E14,362123.0,MAX86915 RED
1323,1.13745381E14,374814.0,MAX86915 IR
1323,1.13745381E14,362208.0,MAX86915 RED
1324,1.13745389E14,374882.0,MAX86915 IR
1324,1.13745389E14,362259.0,MAX86915 RED
1325,1.13745397E14,375013.0,MAX86915 IR
1325,1.13745397E14,362319.0,MAX86915 RED
1326,1.13745414E14,375127.0,MAX86915 IR
1326,1.13745414E14,362382.0,MAX86915 RED
1327,1.13745422E14,375198.0,MAX86915 IR
1327,1.13745422E14,362386.0,MAX86915 RED
1328,1.13745431E14,375176.0,MAX86915 IR
1328,1.13745431E14,362358.0,MAX86915 RED
1329,1.13745439E14,375175.0,MAX86915 IR
1329,1.13745439E14,362346.0,MAX86915 RED
1330,1.13745448E14,375112.0,MAX86915 IR
1330,1.13745448E14,362321.0,MAX86915 RED
1331,1.13745464E14,375021.0,MAX86915 IR
1331,1.13745464E14,362241.0,MAX86915 RED
1332,1.13745473E14,374930.0,MAX86915 IR
1332,1.13745473E14,362217.0,MAX86915 RED
1333,1.13745481E14,374848.0,MAX86915 IR
1333,1.13745481E14,362157.0,MAX86915 RED
1334,1.1374549E14,374775.0,MAX86915 IR
1334,1.1374549E14,362130.0,MAX86915 RED
1335,1.13745498E14,374700.0,MAX86915 IR
1335,1.13745498E14,362072.0,MAX86915 RED
1336,1.13745506E14,374622.0,MAX86915 IR
1336,1.13745506E14,362034.0,MAX86915 RED
1337,1.13745523E14,374601.0,MAX86915 IR
1337,1.13745523E14,361983.0,MAX86915 RED
1338,1.13745532E14,374611.0,MAX86915 IR
1338,1.13745532E14,362021.0,MAX86915 RED
1339,1.1374554E14,374630.0,MAX86915 IR
1339,1.1374554E14,362068.0,MAX86915 RED
1340,1.13745548E14,374762.0,MAX86915 IR
1340,1.13745548E14,362108.0,MAX86915 RED
1341,1.13745557E14,374910.0,MAX86915 IR
1341,1.13745557E14,362203.0,MAX86915 RED
1342,1.13745573E14,375045.0,MAX86915 IR
1342,1.13745573E14,362308.0,MAX86915 RED
1343,1.13745582E14,375187.0,MAX86915 IR
1343,1.13745582E14,362357.0,MAX86915 RED
1344,1.1374559E14,375346.0,MAX86915 IR
1344,1.1374559E14,362482.0,MAX86915 RED
1345,1.13745599E14,375478.0,MAX86915 IR
1345,1.13745599E14,362550.0,MAX86915 RED
1346,1.13745607E14,375609.0,MAX86915 IR
1346,1.13745607E14,362596.0,MAX86915 RED
1347,1.13745624E14,375717.0,MAX86915 IR
1347,1.13745624E14,362696.0,MAX86915 RED
1348,1.13745632E14,375758.0,MAX86915 IR
1348,1.13745632E14,362666.0,MAX86915 RED
1349,1.13745641E14,375841.0,MAX86915 IR
1349,1.13745641E14,362684.0,MAX86915 RED
1350,1.13745649E14,375882.0,MAX86915 IR
1350,1.13745649E14,362738.0,MAX86915 RED
1351,1.13745657E14,376004.0,MAX86915 IR
1351,1.13745657E14,362749.0,MAX86915 RED
1352,1.13745674E14,376091.0,MAX86915 IR
1352,1.13745674E14,362844.0,MAX86915 RED
1353,1.13745682E14,376195.0,MAX86915 IR
1353,1.13745682E14,362888.0,MAX86915 RED
1354,1.13745691E14,376298.0,MAX86915 IR
1354,1.13745691E14,362951.0,MAX86915 RED
1355,1.13745699E14,376420.0,MAX86915 IR
1355,1.13745699E14,363002.0,MAX86915 RED
1356,1.13745708E14,376538.0,MAX86915 IR
1356,1.13745708E14,363081.0,MAX86915 RED
1357,1.13745716E14,376569.0,MAX86915 IR
1357,1.13745716E14,363063.0,MAX86915 RED
1358,1.13745733E14,376542.0,MAX86915 IR
1358,1.13745733E14,363013.0,MAX86915 RED
1359,1.13745741E14,376529.0,MAX86915 IR
1359,1.13745741E14,363062.0,MAX86915 RED
1360,1.1374575E14,376520.0,MAX86915 IR
1360,1.1374575E14,363026.0,MAX86915 RED
1361,1.13745758E14,376495.0,MAX86915 IR
1361,1.13745758E14,362990.0,MAX86915 RED
1362,1.13745775E14,376452.0,MAX86915 IR
1362,1.13745775E14,362938.0,MAX86915 RED
1363,1.13745783E14,376396.0,MAX86915 IR
1363,1.13745783E14,362907.0,MAX86915 RED
1364,1.13745792E14,376336.0,MAX86915 IR
1364,1.13745792E14,362856.0,MAX86915 RED
1365,1.137458E14,376311.0,MAX86915 IR
1365,1.137458E14,362838.0,MAX86915 RED
1366,1.13745808E14,376277.0,MAX86915 IR
1366,1.13745808E14,362796.0,MAX86915 RED
1367,1.13745817E14,376263.0,MAX86915 IR
1367,1.13745817E14,362802.0,MAX86915 RED
1368,1.13745833E14,376306.0,MAX86915 IR
1368,1.13745833E14,362816.0,MAX86915 RED
1369,1.13745842E14,376299.0,MAX86915 IR
1369,1.13745842E14,362800.0,MAX86915 RED
1370,1.1374585E14,376316.0,MAX86915 IR
1370,1.1374585E14,362855.0,MAX86915 RED
1371,1.13745859E14,376324.0,MAX86915 IR
1371,1.13745859E14,362849.0,MAX86915 RED
1372,1.13745867E14,376342.0,MAX86915 IR
1372,1.13745867E14,362854.0,MAX86915 RED
1373,1.13745875E14,376458.0,MAX86915 IR
1373,1.13745875E14,362942.0,MAX86915 RED
1374,1.13745892E14,376602.0,MAX86915 IR
1374,1.13745892E14,363001.0,MAX86915 RED
1375,1.13745901E14,376799.0,MAX86915 IR
1375,1.13745901E14,363171.0,MAX86915 RED
1376,1.13745909E14,377041.0,MAX86915 IR
1376,1.13745909E14,363320.0,MAX86915 RED
1377,1.13745917E14,377329.0,MAX86915 IR
1377,1.13745917E14,363480.0,MAX86915 RED
1378,1.13745926E14,377639.0,MAX86915 IR
1378,1.13745926E14,363677.0,MAX86915 RED
1379,1.13745943E14,377934.0,MAX86915 IR
1379,1.13745943E14,363853.0,MAX86915 RED
1380,1.13745951E14,378212.0,MAX86915 IR
1380,1.13745951E14,364040.0,MAX86915 RED
1381,1.13745959E14,378421.0,MAX86915 IR
1381,1.13745959E14,364079.0,MAX86915 RED
1382,1.13745968E14,378569.0,MAX86915 IR
1382,1.13745968E14,364184.0,MAX86915 RED
1383,1.13745976E14,378671.0,MAX86915 IR
1383,1.13745976E14,364247.0,MAX86915 RED
1384,1.13745993E14,378770.0,MAX86915 IR
1384,1.13745993E14,364342.0,MAX86915 RED
1385,1.13746001E14,378809.0,MAX86915 IR
1385,1.13746001E14,364347.0,MAX86915 RED
1386,1.1374601E14,378873.0,MAX86915 IR
1386,1.1374601E14,364348.0,MAX86915 RED
1387,1.13746018E14,378898.0,MAX86915 IR
1387,1.13746018E14,364401.0,MAX86915 RED
1388,1.13746026E14,378962.0,MAX86915 IR
1388,1.13746026E14,364418.0,MAX86915 RED
1389,1.13746043E14,379013.0,MAX86915 IR
1389,1.13746043E14,364447.0,MAX86915 RED
1390,1.13746052E14,379038.0,MAX86915 IR
1390,1.13746052E14,364460.0,MAX86915 RED
1391,1.1374606E14,379079.0,MAX86915 IR
1391,1.1374606E14,364493.0,MAX86915 RED
1392,1.13746068E14,379129.0,MAX86915 IR
1392,1.13746068E14,364483.0,MAX86915 RED
1393,1.13746077E14,379101.0,MAX86915 IR
1393,1.13746077E14,364467.0,MAX86915 RED
1394,1.13746094E14,379111.0,MAX86915 IR
1394,1.13746094E14,364487.0,MAX86915 RED
1395,1.13746102E14,379105.0,MAX86915 IR
1395,1.13746102E14,364466.0,MAX86915 RED
1396,1.1374611E14,379146.0,MAX86915 IR
1396,1.1374611E14,364467.0,MAX86915 RED
1397,1.13746119E14,379156.0,MAX86915 IR
1397,1.13746119E14,364489.0,MAX86915 RED
1398,1.13746127E14,379195.0,MAX86915 IR
1398,1.13746127E14,364499.0,MAX86915 RED
1399,1.13746135E14,379198.0,MAX86915 IR
1399,1.13746135E14,364520.0,MAX86915 RED
1400,1.13746152E14,379285.0,MAX86915 IR
1400,1.13746152E14,364586.0,MAX86915 RED
1401,1.13746161E14,379310.0,MAX86915 IR
1401,1.13746161E14,364596.0,MAX86915 RED
1402,1.13746169E14,379360.0,MAX86915 IR
1402,1.13746169E14,364628.0,MAX86915 RED
1403,1.13746177E14,379333.0,MAX86915 IR
1403,1.13746177E14,364636.0,MAX86915 RED
1404,1.13746186E14,379345.0,MAX86915 IR
1404,1.13746186E14,364616.0,MAX86915 RED
1405,1.13746203E14,379275.0,MAX86915 IR
1405,1.13746203E14,364586.0,MAX86915 RED
1406,1.13746211E14,379177.0,MAX86915 IR
1406,1.13746211E14,364475.0,MAX86915 RED
1407,1.13746219E14,378873.0,MAX86915 IR
1407,1.13746219E14,364253.0,MAX86915 RED
1408,1.13746228E14,378285.0,MAX86915 IR
1408,1.13746228E14,363876.0,MAX86915 RED
1409,1.13746236E14,377457.0,MAX86915 IR
1409,1.13746236E14,363434.0,MAX86915 RED
1410,1.13746253E14,376622.0,MAX86915 IR
1410,1.13746253E14,362991.0,MAX86915 RED
1411,1.13746261E14,375916.0,MAX86915 IR
1411,1.13746261E14,362654.0,MAX86915 RED
1412,1.1374627E14,375334.0,MAX86915 IR
1412,1.1374627E14,362378.0,MAX86915 RED
1413,1.13746278E14,374884.0,MAX86915 IR
1413,1.13746278E14,362120.0,MAX86915 RED
1414,1.13746286E14,374604.0,MAX86915 IR
1414,1.13746286E14,361971.0,MAX86915 RED
1415,1.13746295E14,374402.0,MAX86915 IR
1415,1.13746295E14,361899.0,MAX86915 RED
1416,1.13746312E14,374228.0,MAX86915 IR
1416,1.13746312E14,361823.0,MAX86915 RED
1417,1.1374632E14,374122.0,MAX86915 IR
1417,1.1374632E14,361774.0,MAX86915 RED
1418,1.13746328E14,374155.0,MAX86915 IR
1418,1.13746328E14,361801.0,MAX86915 RED
1419,1.13746337E14,374248.0,MAX86915 IR
1419,1.13746337E14,361846.0,MAX86915 RED
1420,1.13746345E14,374385.0,MAX86915 IR
1420,1.13746345E14,361886.0,MAX86915 RED
1421,1.13746362E14,374542.0,MAX86915 IR
1421,1.13746362E14,361992.0,MAX86915 RED
1422,1.1374637E14,374703.0,MAX86915 IR
1422,1.1374637E14,362079.0,MAX86915 RED
1423,1.13746379E14,374894.0,MAX86915 IR
1423,1.13746379E14,362140.0,MAX86915 RED
1424,1.13746387E14,375032.0,MAX86915 IR
1424,1.13746387E14,362208.0,MAX86915 RED
1425,1.13746396E14,375147.0,MAX86915 IR
1425,1.13746396E14,362267.0,MAX86915 RED
1426,1.13746412E14,375262.0,MAX86915 IR
1426,1.13746412E14,362344.0,MAX86915 RED
1427,1.13746421E14,375222.0,MAX86915 IR
1427,1.13746421E14,362295.0,MAX86915 RED
1428,1.13746429E14,375238.0,MAX86915 IR
1428,1.13746429E14,362294.0,MAX86915 RED
1429,1.13746437E14,375173.0,MAX86915 IR
1429,1.13746437E14,362241.0,MAX86915 RED
1430,1.13746446E14,375049.0,MAX86915 IR
1430,1.13746446E14,362148.0,MAX86915 RED
1431,1.13746454E14,375026.0,MAX86915 IR
1431,1.13746454E14,362158.0,MAX86915 RED
1432,1.13746471E14,374954.0,MAX86915 IR
1432,1.13746471E14,362114.0,MAX86915 RED
1433,1.13746479E14,374958.0,MAX86915 IR
1433,1.13746479E14,362132.0,MAX86915 RED
1434,1.13746488E14,374994.0,MAX86915 IR
1434,1.13746488E14,362120.0,MAX86915 RED
1435,1.13746496E14,375051.0,MAX86915 IR
1435,1.13746496E14,362156.0,MAX86915 RED
1436,1.13746505E14,375077.0,MAX86915 IR
1436,1.13746505E14,362177.0,MAX86915 RED
1437,1.13746521E14,375139.0,MAX86915 IR
1437,1.13746521E14,362180.0,MAX86915 RED
1438,1.1374653E14,375128.0,MAX86915 IR
1438,1.1374653E14,362188.0,MAX86915 RED
1439,1.13746538E14,375135.0,MAX86915 IR
1439,1.13746538E14,362180.0,MAX86915 RED
1440,1.13746547E14,375072.0,MAX86915 IR
1440,1.13746547E14,362162.0,MAX86915 RED
1441,1.13746555E14,374994.0,MAX86915 IR
1441,1.13746555E14,362064.0,MAX86915 RED
1442,1.13746572E14,374926.0,MAX86915 IR
1442,1.13746572E14,362071.0,MAX86915 RED
1443,1.1374658E14,374838.0,MAX86915 IR
1443,1.1374658E14,361970.0,MAX86915 RED
1444,1.13746588E14,374789.0,MAX86915 IR
1444,1.13746588E14,361950.0,MAX86915 RED
1445,1.13746597E14,374694.0,MAX86915 IR
1445,1.13746597E14,361900.0,MAX86915 RED
1446,1.13746605E14,374628.0,MAX86915 IR
1446,1.13746605E14,361855.0,MAX86915 RED
1447,1.13746622E14,374579.0,MAX86915 IR
1447,1.13746622E14,361805.0,MAX86915 RED
1448,1.1374663E14,374557.0,MAX86915 IR
1448,1.1374663E14,361759.0,MAX86915 RED
1449,1.13746639E14,374548.0,MAX86915 IR
1449,1.13746639E14,361746.0,MAX86915 RED
1450,1.13746647E14,374532.0,MAX86915 IR
1450,1.13746647E14,361746.0,MAX86915 RED
1451,1.13746656E14,374492.0,MAX86915 IR
1451,1.13746656E14,361693.0,MAX86915 RED
1452,1.13746664E14,374528.0,MAX86915 IR
1452,1.13746664E14,361684.0,MAX86915 RED
1453,1.13746681E14,374520.0,MAX86915 IR
1453,1.13746681E14,361678.0,MAX86915 RED
1454,1.13746689E14,374578.0,MAX86915 IR
1454,1.13746689E14,361737.0,MAX86915 RED
1455,1.13746698E14,374657.0,MAX86915 IR
1455,1.13746698E14,361745.0,MAX86915 RED
1456,1.13746706E14,374760.0,MAX86915 IR
1456,1.13746706E14,361792.0,MAX86915 RED
1457,1.13746714E14,374859.0,MAX86915 IR
1457,1.13746714E14,361882.0,MAX86915 RED
1458,1.13746731E14,374943.0,MAX86915 IR
1458,1.13746731E14,361895.0,MAX86915 RED
1459,1.13746739E14,375021.0,MAX86915 IR
1459,1.13746739E14,361953.0,MAX86915 RED
1460,1.13746748E14,375096.0,MAX86915 IR
1460,1.13746748E14,361934.0,MAX86915 RED
1461,1.13746756E14,375107.0,MAX86915 IR
1461,1.13746756E14,361991.0,MAX86915 RED
1462,1.13746765E14,375157.0,MAX86915 IR
1462,1.13746765E14,361994.0,MAX86915 RED
1463,1.13746781E14,375188.0,MAX86915 IR
1463,1.13746781E14,361964.0,MAX86915 RED
1464,1.1374679E14,375214.0,MAX86915 IR
1464,1.1374679E14,361973.0,MAX86915 RED
1465,1.13746798E14,375255.0,MAX86915 IR
1465,1.13746798E14,362027.0,MAX86915 RED
1466,1.13746807E14,375275.0,MAX86915 IR
1466,1.13746807E14,362090.0,MAX86915 RED
1467,1.13746815E14,375333.0,MAX86915 IR
1467,1.13746815E14,362026.0,MAX86915 RED
1468,1.13746823E14,375342.0,MAX86915 IR
1468,1.13746823E14,362012.0,MAX86915 RED
1469,1.1374684E14,375404.0,MAX86915 IR
1469,1.1374684E14,362082.0,MAX86915 RED
1470,1.13746849E14,375457.0,MAX86915 IR
1470,1.13746849E14,362064.0,MAX86915 RED
1471,1.13746857E14,375448.0,MAX86915 IR
1471,1.13746857E14,362051.0,MAX86915 RED
1472,1.13746865E14,375494.0,MAX86915 IR
1472,1.13746865E14,362020.0,MAX86915 RED
1473,1.13746882E14,375496.0,MAX86915 IR
1473,1.13746882E14,362061.0,MAX86915 RED
1474,1.1374689E14,375516.0,MAX86915 IR
1474,1.1374689E14,362083.0,MAX86915 RED
1475,1.13746899E14,375558.0,MAX86915 IR
1475,1.13746899E14,362088.0,MAX86915 RED
1476,1.13746907E14,375587.0,MAX86915 IR
1476,1.13746907E14,362108.0,MAX86915 RED
1477,1.13746916E14,375625.0,MAX86915 IR
1477,1.13746916E14,362100.0,MAX86915 RED
1478,1.13746924E14,375628.0,MAX86915 IR
1478,1.13746924E14,362130.0,MAX86915 RED
1479,1.13746941E14,375644.0,MAX86915 IR
1479,1.13746941E14,362106.0,MAX86915 RED
1480,1.13746949E14,375668.0,MAX86915 IR
1480,1.13746949E14,362148.0,MAX86915 RED
1481,1.13746958E14,375655.0,MAX86915 IR
1481,1.13746958E14,362126.0,MAX86915 RED
1482,1.13746966E14,375631.0,MAX86915 IR
1482,1.13746966E14,362080.0,MAX86915 RED
1483,1.13746974E14,375621.0,MAX86915 IR
1483,1.13746974E14,362048.0,MAX86915 RED
1484,1.13746991E14,375597.0,MAX86915 IR
1484,1.13746991E14,362073.0,MAX86915 RED
1485,1.13747E14,375662.0,MAX86915 IR
1485,1.13747E14,362105.0,MAX86915 RED
1486,1.13747008E14,375694.0,MAX86915 IR
1486,1.13747008E14,362108.0,MAX86915 RED
1487,1.13747016E14,375721.0,MAX86915 IR
1487,1.13747016E14,362105.0,MAX86915 RED
1488,1.13747025E14,375795.0,MAX86915 IR
1488,1.13747025E14,362158.0,MAX86915 RED
1489,1.13747033E14,375839.0,MAX86915 IR
1489,1.13747033E14,362184.0,MAX86915 RED
1490,1.1374705E14,375926.0,MAX86915 IR
1490,1.1374705E14,362191.0,MAX86915 RED
1491,1.13747058E14,375937.0,MAX86915 IR
1491,1.13747058E14,362195.0,MAX86915 RED
1492,1.13747067E14,375992.0,MAX86915 IR
1492,1.13747067E14,362247.0,MAX86915 RED
1493,1.13747075E14,376036.0,MAX86915 IR
1493,1.13747075E14,362290.0,MAX86915 RED
1494,1.13747083E14,376111.0,MAX86915 IR
1494,1.13747083E14,362281.0,MAX86915 RED
1495,1.137471E14,376175.0,MAX86915 IR
1495,1.137471E14,362321.0,MAX86915 RED
1496,1.13747109E14,376201.0,MAX86915 IR
1496,1.13747109E14,362364.0,MAX86915 RED
1497,1.13747117E14,376245.0,MAX86915 IR
1497,1.13747117E14,362394.0,MAX86915 RED
1498,1.13747125E14,376333.0,MAX86915 IR
1498,1.13747125E14,362360.0,MAX86915 RED
1499,1.13747134E14,376346.0,MAX86915 IR
1499,1.13747134E14,362390.0,MAX86915 RED
1500,1.13747151E14,376381.0,MAX86915 IR
1500,1.13747151E14,362422.0,MAX86915 RED
1501,1.13747159E14,376422.0,MAX86915 IR
1501,1.13747159E14,362387.0,MAX86915 RED
1502,1.13747167E14,376468.0,MAX86915 IR
1502,1.13747167E14,362478.0,MAX86915 RED
1503,1.13747176E14,376532.0,MAX86915 IR
1503,1.13747176E14,362486.0,MAX86915 RED
1504,1.13747184E14,376590.0,MAX86915 IR
1504,1.13747184E14,362501.0,MAX86915 RED
1505,1.13747201E14,376637.0,MAX86915 IR
1505,1.13747201E14,362545.0,MAX86915 RED
1506,1.13747209E14,376679.0,MAX86915 IR
1506,1.13747209E14,362553.0,MAX86915 RED
1507,1.13747218E14,376730.0,MAX86915 IR
1507,1.13747218E14,362592.0,MAX86915 RED
1508,1.13747226E14,376773.0,MAX86915 IR
1508,1.13747226E14,362623.0,MAX86915 RED
1509,1.13747234E14,376800.0,MAX86915 IR
1509,1.13747234E14,362603.0,MAX86915 RED
1510,1.13747243E14,376838.0,MAX86915 IR
1510,1.13747243E14,362658.0,MAX86915 RED
1511,1.1374726E14,376869.0,MAX86915 IR
1511,1.1374726E14,362622.0,MAX86915 RED
1512,1.13747268E14,376864.0,MAX86915 IR
1512,1.13747268E14,362612.0,MAX86915 RED
1513,1.13747276E14,376860.0,MAX86915 IR
1513,1.13747276E14,362585.0,MAX86915 RED
1514,1.13747285E14,376840.0,MAX86915 IR
1514,1.13747285E14,362597.0,MAX86915 RED
1515,1.13747293E14,376910.0,MAX86915 IR
1515,1.13747293E14,362609.0,MAX86915 RED
1516,1.1374731E14,376945.0,MAX86915 IR
1516,1.1374731E14,362663.0,MAX86915 RED
1517,1.13747318E14,377049.0,MAX86915 IR
1517,1.13747318E14,362686.0,MAX86915 RED
1518,1.13747327E14,377132.0,MAX86915 IR
1518,1.13747327E14,362736.0,MAX86915 RED
1519,1.13747335E14,377246.0,MAX86915 IR
1519,1.13747335E14,362781.0,MAX86915 RED
1520,1.13747343E14,377337.0,MAX86915 IR
1520,1.13747343E14,362853.0,MAX86915 RED
1521,1.1374736E14,377414.0,MAX86915 IR
1521,1.1374736E14,362912.0,MAX86915 RED
1522,1.13747369E14,377475.0,MAX86915 IR
1522,1.13747369E14,362960.0,MAX86915 RED
1523,1.13747377E14,377544.0,MAX86915 IR
1523,1.13747377E14,362944.0,MAX86915 RED
1524,1.13747385E14,377561.0,MAX86915 IR
1524,1.13747385E14,362946.0,MAX86915 RED
1525,1.13747394E14,377625.0,MAX86915 IR
1525,1.13747394E14,362995.0,MAX86915 RED
1526,1.13747411E14,377686.0,MAX86915 IR
1526,1.13747411E14,363034.0,MAX86915 RED
1527,1.13747419E14,377725.0,MAX86915 IR
1527,1.13747419E14,363051.0,MAX86915 RED
1528,1.13747427E14,377760.0,MAX86915 IR
1528,1.13747427E14,363115.0,MAX86915 RED
1529,1.13747436E14,377796.0,MAX86915 IR
1529,1.13747436E14,363109.0,MAX86915 RED
1530,1.13747444E14,377830.0,MAX86915 IR
1530,1.13747444E14,363083.0,MAX86915 RED
1531,1.13747452E14,377863.0,MAX86915 IR
1531,1.13747452E14,363100.0,MAX86915 RED
1532,1.13747469E14,377813.0,MAX86915 IR
1532,1.13747469E14,363116.0,MAX86915 RED
1533,1.13747478E14,377821.0,MAX86915 IR
1533,1.13747478E14,363071.0,MAX86915 RED
1534,1.13747486E14,377836.0,MAX86915 IR
1534,1.13747486E14,363091.0,MAX86915 RED
1535,1.13747494E14,377850.0,MAX86915 IR
1535,1.13747494E14,363105.0,MAX86915 RED
1536,1.13747503E14,377930.0,MAX86915 IR
1536,1.13747503E14,363133.0,MAX86915 RED
1537,1.1374752E14,378012.0,MAX86915 IR
1537,1.1374752E14,363215.0,MAX86915 RED
1538,1.13747528E14,378063.0,MAX86915 IR
1538,1.13747528E14,363205.0,MAX86915 RED
1539,1.13747536E14,378141.0,MAX86915 IR
1539,1.13747536E14,363301.0,MAX86915 RED
1540,1.13747545E14,378190.0,MAX86915 IR
1540,1.13747545E14,363292.0,MAX86915 RED
1541,1.13747553E14,378250.0,MAX86915 IR
1541,1.13747553E14,363355.0,MAX86915 RED
1542,1.1374757E14,378272.0,MAX86915 IR
1542,1.1374757E14,363300.0,MAX86915 RED
1543,1.13747578E14,378262.0,MAX86915 IR
1543,1.13747578E14,363309.0,MAX86915 RED
1544,1.13747587E14,378222.0,MAX86915 IR
1544,1.13747587E14,363288.0,MAX86915 RED
1545,1.13747595E14,378162.0,MAX86915 IR
1545,1.13747595E14,363217.0,MAX86915 RED
1546,1.13747603E14,377926.0,MAX86915 IR
1546,1.13747603E14,363098.0,MAX86915 RED
1547,1.13747612E14,377418.0,MAX86915 IR
1547,1.13747612E14,362737.0,MAX86915 RED
1548,1.13747629E14,376727.0,MAX86915 IR
1548,1.13747629E14,362391.0,MAX86915 RED
1549,1.13747637E14,375942.0,MAX86915 IR
1549,1.13747637E14,361877.0,MAX86915 RED
1550,1.13747645E14,375193.0,MAX86915 IR
1550,1.13747645E14,361521.0,MAX86915 RED
1551,1.13747654E14,374556.0,MAX86915 IR
1551,1.13747654E14,361211.0,MAX86915 RED
1552,1.13747662E14,373986.0,MAX86915 IR
1552,1.13747662E14,360922.0,MAX86915 RED
1553,1.13747679E14,373543.0,MAX86915 IR
1553,1.13747679E14,360720.0,MAX86915 RED
1554,1.13747687E14,373245.0,MAX86915 IR
1554,1.13747687E14,360558.0,MAX86915 RED
1555,1.13747696E14,373022.0,MAX86915 IR
1555,1.13747696E14,360446.0,MAX86915 RED
1556,1.13747704E14,372877.0,MAX86915 IR
1556,1.13747704E14,360325.0,MAX86915 RED
1557,1.13747713E14,372812.0,MAX86915 IR
1557,1.13747713E14,360335.0,MAX86915 RED
1558,1.13747729E14,372843.0,MAX86915 IR
1558,1.13747729E14,360387.0,MAX86915 RED
1559,1.13747738E14,372931.0,MAX86915 IR
1559,1.13747738E14,360400.0,MAX86915 RED
1560,1.13747746E14,372996.0,MAX86915 IR
1560,1.13747746E14,360418.0,MAX86915 RED
1561,1.13747754E14,373109.0,MAX86915 IR
1561,1.13747754E14,360530.0,MAX86915 RED
1562,1.13747763E14,373262.0,MAX86915 IR
1562,1.13747763E14,360540.0,MAX86915 RED
1563,1.1374778E14,373343.0,MAX86915 IR
1563,1.1374778E14,360616.0,MAX86915 RED
1564,1.13747788E14,373450.0,MAX86915 IR
1564,1.13747788E14,360668.0,MAX86915 RED
1565,1.13747796E14,373497.0,MAX86915 IR
1565,1.13747796E14,360704.0,MAX86915 RED
1566,1.13747805E14,373542.0,MAX86915 IR
1566,1.13747805E14,360704.0,MAX86915 RED
1567,1.13747813E14,373558.0,MAX86915 IR
1567,1.13747813E14,360714.0,MAX86915 RED
1568,1.13747822E14,373494.0,MAX86915 IR
1568,1.13747822E14,360654.0,MAX86915 RED
1569,1.13747838E14,373455.0,MAX86915 IR
1569,1.13747838E14,360609.0,MAX86915 RED
1570,1.13747847E14,373418.0,MAX86915 IR
1570,1.13747847E14,360640.0,MAX86915 RED
1571,1.13747855E14,373407.0,MAX86915 IR
1571,1.13747855E14,360597.0,MAX86915 RED
1572,1.13747864E14,373424.0,MAX86915 IR
1572,1.13747864E14,360617.0,MAX86915 RED
1573,1.13747872E14,373403.0,MAX86915 IR
1573,1.13747872E14,360605.0,MAX86915 RED
1574,1.13747889E14,373435.0,MAX86915 IR
1574,1.13747889E14,360600.0,MAX86915 RED
1575,1.13747897E14,373432.0,MAX86915 IR
1575,1.13747897E14,360629.0,MAX86915 RED
1576,1.13747905E14,373367.0,MAX86915 IR
1576,1.13747905E14,360569.0,MAX86915 RED
1577,1.13747914E14,373350.0,MAX86915 IR
1577,1.13747914E14,360518.0,MAX86915 RED
1578,1.13747922E14,373250.0,MAX86915 IR
1578,1.13747922E14,360460.0,MAX86915 RED
1579,1.13747939E14,373165.0,MAX86915 IR
1579,1.13747939E14,360431.0,MAX86915 RED
1580,1.13747947E14,373071.0,MAX86915 IR
1580,1.13747947E14,360346.0,MAX86915 RED
1581,1.13747956E14,373025.0,MAX86915 IR
1581,1.13747956E14,360327.0,MAX86915 RED
1582,1.13747964E14,372980.0,MAX86915 IR
